Complaint ID,Company Response to Consumer,Timely Response,Consumer Disputed
489458,Closed with non-monetary relief,Yes,No
485016,Closed with explanation,Yes,No
489219,Closed with explanation,Yes,No
491723,Closed with explanation,Yes,No
491728,Closed with non-monetary relief,Yes,No
475266,Closed with explanation,Yes,No
489225,Closed with explanation,Yes,No
466910,Closed with explanation,Yes,Yes
491391,Closed with explanation,Yes,Yes
487139,Closed with explanation,Yes,Yes
482997,Closed with non-monetary relief,Yes,No
464926,Closed with explanation,Yes,No
484649,Closed with non-monetary relief,Yes,No
482999,Closed with explanation,Yes,No
466061,Closed with explanation,Yes,No
464932,Closed with explanation,Yes,No
485027,Closed with explanation,Yes,No
466091,Closed with explanation,Yes,No
463781,Closed with explanation,Yes,No
475445,Closed with explanation,Yes,Yes
485030,Closed with explanation,Yes,No
464970,Closed with explanation,Yes,No
483022,Closed with explanation,Yes,No
485036,Closed with explanation,Yes,Yes
483023,Closed with explanation,Yes,No
485038,Closed with explanation,Yes,No
491798,Closed with non-monetary relief,Yes,No
466135,Closed,Yes,No
471642,Closed with non-monetary relief,Yes,No
489488,Closed with monetary relief,Yes,No
491807,Closed with explanation,Yes,Yes
464994,Closed with explanation,Yes,No
472638,Closed with explanation,Yes,No
485043,Closed with explanation,Yes,No
472581,Closed with explanation,Yes,No
465004,Closed with monetary relief,Yes,No
454984,Closed with explanation,No,
464130,Closed with explanation,Yes,No
482668,Closed with explanation,Yes,No
465017,Closed with explanation,Yes,No
466159,Closed with monetary relief,Yes,No
485047,Closed with explanation,Yes,No
456633,Closed with non-monetary relief,Yes,No
466993,Closed with explanation,Yes,No
480768,Closed with monetary relief,Yes,No
465028,Closed with monetary relief,Yes,No
466175,Closed with explanation,Yes,No
465030,Closed,Yes,No
489277,Closed with explanation,Yes,Yes
465556,Closed with explanation,Yes,Yes
465562,Closed with monetary relief,Yes,Yes
479548,Closed with explanation,Yes,Yes
471722,Closed with explanation,Yes,No
465044,Closed with explanation,Yes,No
479311,Closed with explanation,Yes,Yes
485051,Closed with explanation,Yes,No
466202,Closed with monetary relief,Yes,No
489470,Closed with explanation,Yes,No
491858,Closed with explanation,Yes,No
466203,Closed with explanation,Yes,Yes
466232,Closed with explanation,Yes,No
471736,Closed with explanation,Yes,No
471737,Closed with explanation,Yes,Yes
483051,Closed with explanation,Yes,Yes
466237,Closed with monetary relief,Yes,No
482634,Closed with explanation,Yes,Yes
480748,Closed with non-monetary relief,Yes,No
482759,Closed with explanation,Yes,No
493262,Closed with monetary relief,Yes,No
465061,Closed with explanation,Yes,Yes
466251,Closed with non-monetary relief,Yes,No
483262,Closed with non-monetary relief,Yes,No
483129,Closed with monetary relief,Yes,No
492070,Closed with explanation,Yes,Yes
483060,Closed with explanation,Yes,No
471739,Closed with explanation,Yes,Yes
471766,Closed with explanation,Yes,No
492972,Closed with monetary relief,Yes,Yes
483141,Closed with explanation,Yes,No
483067,Closed with monetary relief,Yes,No
483143,Closed with explanation,Yes,No
492586,Closed with non-monetary relief,Yes,No
499270,Closed with explanation,Yes,Yes
485056,Closed with explanation,Yes,No
466298,Closed with explanation,Yes,No
472576,Closed with explanation,Yes,No
454561,Closed with explanation,Yes,No
466301,Closed with explanation,Yes,Yes
499461,Closed with monetary relief,Yes,Yes
483433,Closed with explanation,Yes,No
499462,Closed with explanation,Yes,No
466307,Closed with explanation,Yes,No
499463,Closed with explanation,Yes,No
485063,Closed with explanation,Yes,No
467030,Closed with explanation,Yes,No
485055,Closed with explanation,Yes,No
499465,Closed with explanation,Yes,Yes
499466,Closed with non-monetary relief,Yes,No
456887,Closed with explanation,Yes,No
483413,Closed with explanation,No,
485066,Closed with explanation,Yes,No
491255,Closed with explanation,Yes,No
491914,Closed with explanation,Yes,No
491259,Closed with non-monetary relief,Yes,No
485070,Closed with explanation,Yes,No
485072,Closed with explanation,Yes,No
489320,Closed with monetary relief,Yes,No
466351,Closed with non-monetary relief,Yes,No
489283,Closed with non-monetary relief,Yes,No
466354,Closed with explanation,Yes,No
471823,Closed with explanation,Yes,No
471824,Closed with non-monetary relief,Yes,No
483081,Closed with explanation,Yes,No
489333,Closed with explanation,Yes,Yes
491410,Closed with explanation,Yes,No
471832,Closed with explanation,Yes,Yes
482793,Closed with explanation,Yes,Yes
471841,Closed with non-monetary relief,Yes,Yes
466380,Closed with explanation,Yes,No
466381,Closed with monetary relief,Yes,Yes
466384,Closed with explanation,Yes,Yes
462599,Closed with explanation,Yes,No
468408,Closed with non-monetary relief,Yes,No
482734,Closed with explanation,Yes,No
466390,Closed with explanation,Yes,No
467219,Closed with explanation,Yes,No
489339,Closed with explanation,Yes,No
466395,Closed with explanation,Yes,No
476089,Closed with explanation,Yes,No
489340,Closed with explanation,Yes,No
466398,Closed with explanation,Yes,No
461838,Closed with explanation,Yes,No
483101,Closed with non-monetary relief,Yes,No
499499,Closed with non-monetary relief,Yes,No
476055,Closed with explanation,Yes,No
462190,Closed with explanation,Yes,Yes
466403,Closed with explanation,Yes,No
499502,Closed with non-monetary relief,Yes,No
483238,Closed with explanation,Yes,No
483243,Closed with explanation,Yes,No
466414,Closed with explanation,Yes,No
484469,Closed,Yes,Yes
483117,Closed with non-monetary relief,Yes,Yes
491972,Closed with explanation,Yes,Yes
483118,Closed with non-monetary relief,Yes,No
483119,Closed with non-monetary relief,Yes,No
466431,Closed with explanation,Yes,No
472555,Closed with explanation,Yes,No
499510,Closed with explanation,Yes,No
471679,Closed with explanation,Yes,Yes
471883,Closed with explanation,Yes,No
479689,Closed with explanation,Yes,No
466438,Closed with non-monetary relief,Yes,No
471884,Closed with explanation,Yes,No
483265,Closed with explanation,Yes,No
466974,Closed with non-monetary relief,Yes,Yes
467005,Closed with non-monetary relief,Yes,No
471889,Closed with non-monetary relief,Yes,No
499514,Closed with explanation,Yes,No
471891,Closed with explanation,Yes,No
475454,Closed with explanation,Yes,No
483278,Closed with monetary relief,Yes,No
471894,Closed with explanation,Yes,Yes
489031,Closed with explanation,Yes,No
479319,Closed with explanation,Yes,No
483286,Closed with non-monetary relief,Yes,No
471903,Closed with explanation,Yes,Yes
472749,Closed with explanation,Yes,No
467037,Closed with explanation,Yes,No
483296,Closed with explanation,Yes,Yes
489049,Closed with explanation,Yes,No
499069,Closed with explanation,Yes,No
499520,Closed with explanation,Yes,Yes
480092,Closed with explanation,Yes,Yes
467044,Closed with explanation,Yes,Yes
455049,Closed with explanation,Yes,Yes
466493,Closed with explanation,Yes,No
483309,Closed with explanation,Yes,No
467065,Closed with explanation,Yes,No
467066,Closed with explanation,Yes,No
471927,Closed with explanation,Yes,No
467515,Closed with explanation,Yes,Yes
480751,Closed with explanation,Yes,No
467867,Closed with explanation,Yes,No
475310,Closed with explanation,Yes,Yes
482766,Closed with explanation,Yes,No
499258,Closed with explanation,Yes,Yes
479926,Closed with explanation,Yes,No
466528,Closed with monetary relief,Yes,No
483332,Closed with explanation,Yes,No
492025,Closed with explanation,Yes,Yes
467089,Closed with non-monetary relief,Yes,No
467086,Closed with explanation,Yes,No
475847,Closed with explanation,Yes,No
475384,Closed with explanation,Yes,Yes
491222,Closed with explanation,Yes,No
467508,Closed,Yes,No
489383,Closed,Yes,No
467091,Closed with explanation,No,Yes
467093,Closed with explanation,Yes,No
467519,Closed with explanation,Yes,No
467635,Closed with explanation,Yes,Yes
483342,Closed with explanation,Yes,No
499534,Closed with explanation,Yes,Yes
467110,Closed with explanation,Yes,No
492036,Closed with explanation,Yes,No
466513,Closed with explanation,Yes,No
471929,Closed with explanation,Yes,Yes
499538,Closed with explanation,Yes,Yes
483361,Closed with explanation,Yes,No
467124,Closed with monetary relief,Yes,No
489398,Closed with explanation,Yes,No
489384,Closed with explanation,Yes,No
467408,Closed with explanation,Yes,No
482995,Closed with non-monetary relief,Yes,Yes
498477,Closed with explanation,Yes,No
480777,Closed with explanation,Yes,Yes
467139,Closed with explanation,Yes,Yes
489429,Closed with monetary relief,Yes,No
489414,Closed with explanation,Yes,No
471992,Closed with explanation,Yes,Yes
483623,Closed with explanation,Yes,Yes
483469,Closed with explanation,Yes,Yes
492043,Closed with explanation,Yes,No
489425,Closed with explanation,Yes,No
467158,Closed with non-monetary relief,Yes,No
476074,Closed with explanation,Yes,No
467161,Closed with explanation,Yes,No
493278,Closed with explanation,Yes,Yes
472011,Closed with explanation,Yes,No
499545,Closed with explanation,Yes,No
492045,Closed with explanation,Yes,Yes
499552,Closed with explanation,Yes,Yes
489435,Closed with explanation,Yes,No
492046,Closed with monetary relief,Yes,No
499554,Closed with explanation,Yes,No
467171,Closed with explanation,Yes,No
472033,Closed with explanation,Yes,No
489443,Closed with non-monetary relief,Yes,No
499557,Closed with explanation,Yes,No
466931,Closed with explanation,Yes,Yes
489440,Closed with explanation,Yes,Yes
467175,Closed with explanation,Yes,No
467176,Closed with explanation,Yes,No
472031,Closed with explanation,Yes,No
489446,Closed with explanation,Yes,No
499564,Closed with monetary relief,Yes,No
483417,Closed with explanation,Yes,No
483420,Closed with explanation,Yes,No
472040,Closed with explanation,Yes,Yes
472015,Closed with explanation,Yes,No
499566,Closed with non-monetary relief,Yes,No
466626,Closed with explanation,Yes,No
493279,Closed,Yes,No
488783,Closed with explanation,Yes,Yes
482722,Closed with explanation,Yes,Yes
472046,Closed with explanation,Yes,No
499568,Closed with explanation,Yes,No
476021,Closed with explanation,Yes,No
466634,Closed with explanation,Yes,No
493307,Closed with explanation,Yes,No
467731,Closed with explanation,Yes,No
472931,Closed with explanation,Yes,No
489631,Closed with explanation,Yes,No
489637,Closed with explanation,Yes,No
489627,Closed with explanation,Yes,Yes
493295,Closed with non-monetary relief,Yes,No
467777,Closed with explanation,Yes,No
467187,Closed with non-monetary relief,Yes,No
459257,Closed with explanation,Yes,No
491193,Closed with explanation,Yes,No
499574,Closed with explanation,Yes,No
467188,Closed with non-monetary relief,Yes,No
462589,Closed with explanation,Yes,No
489451,Closed with non-monetary relief,Yes,No
467198,Closed,Yes,No
472061,Closed with explanation,Yes,Yes
498514,Closed with explanation,Yes,Yes
467189,Closed with non-monetary relief,Yes,No
475066,Closed with explanation,Yes,No
489515,Closed with monetary relief,Yes,No
489519,Closed with monetary relief,Yes,No
488797,Closed with monetary relief,Yes,No
467555,Closed with explanation,Yes,No
489522,Closed with explanation,Yes,No
473086,Closed with explanation,Yes,No
489541,Closed with explanation,Yes,No
467211,Closed with explanation,Yes,No
457127,Closed with non-monetary relief,Yes,No
473014,Closed with explanation,Yes,No
488807,Closed with explanation,Yes,No
489460,Closed with explanation,Yes,No
472081,Closed with explanation,Yes,No
489462,Closed with explanation,Yes,Yes
466561,Closed with non-monetary relief,Yes,No
465059,Closed with explanation,Yes,No
499591,Closed with explanation,Yes,No
501073,Closed with explanation,Yes,No
499594,Closed with explanation,Yes,No
472102,Closed with non-monetary relief,Yes,No
484204,Closed with non-monetary relief,Yes,No
483522,Closed with explanation,Yes,No
488865,Closed with explanation,Yes,No
466731,Closed with explanation,Yes,No
499598,Closed with explanation,Yes,Yes
472112,Closed with monetary relief,Yes,No
489484,Closed with explanation,Yes,No
489485,Closed with explanation,Yes,No
489023,Closed with monetary relief,Yes,No
466749,Closed with explanation,Yes,Yes
472128,Closed with explanation,Yes,No
499603,Closed with explanation,Yes,Yes
475695,Closed with explanation,Yes,No
472933,Closed with explanation,Yes,No
466755,Closed with explanation,Yes,No
463183,Closed with monetary relief,Yes,No
483546,Closed with explanation,Yes,No
484236,Closed with explanation,Yes,No
467273,Closed with explanation,Yes,No
489563,Closed with explanation,Yes,No
489494,Closed with non-monetary relief,Yes,No
483552,Closed with explanation,Yes,No
463210,Closed with explanation,Yes,Yes
483554,Closed with explanation,Yes,No
500139,Closed with explanation,Yes,No
466723,Closed with explanation,Yes,Yes
467250,Closed with explanation,Yes,No
484568,Closed with explanation,Yes,No
467286,Closed with explanation,Yes,No
484569,Closed with explanation,Yes,No
483802,Closed with explanation,Yes,No
466776,Closed with non-monetary relief,Yes,No
471405,Closed with explanation,Yes,No
483560,Closed with explanation,Yes,No
484193,Closed with explanation,Yes,No
463940,Closed with explanation,Yes,Yes
489498,Closed with explanation,Yes,No
489499,Closed with explanation,Yes,No
466787,Closed with explanation,Yes,No
472143,Closed with explanation,Yes,No
472144,Closed with explanation,Yes,Yes
482686,Closed with explanation,Yes,No
466684,Closed with explanation,Yes,No
466686,Closed with explanation,Yes,No
472150,Closed with explanation,Yes,Yes
472154,Closed with explanation,Yes,Yes
482704,Closed with explanation,Yes,No
499619,Closed with explanation,Yes,No
